n,p,k,ec_aktual,kelembapan_udara,kelembapan_tanah,suhu,fase,usia_hst,target_ec,vpd
133.75,54.31,236.23,2.062,75.84,65.93,29.48,1,65,2.09,0.9949
154.72,50.79,259.49,1.918,76.89,36.1,31.19,1,144,1.89,1.0495
209.62,54.32,180.95,1.717,83.19,34.92,26.06,0,16,1.49,0.5671
244.38,46.13,166.69,1.679,88.09,61.32,23.83,0,23,1.79,0.3518
224.93,47.31,197.57,1.513,89.82,52.16,23.2,0,8,1.74,0.2895
207.91,64.52,194.39,1.647,86.37,60.0,28.43,0,8,1.6,0.5282
198.45,55.39,164.05,1.759,86.75,43.14,27.59,0,35,1.72,0.489
160.97,51.57,295.07,1.885,83.44,60.62,28.14,1,96,1.76,0.6311
181.14,52.5,197.32,1.574,84.07,51.09,28.34,0,36,1.66,0.6142
202.88,42.46,171.46,1.572,79.06,78.81,25.54,0,18,1.56,0.685
132.33,73.83,290.85,1.957,77.87,46.83,28.75,1,74,1.65,0.8737
156.58,59.32,229.99,2.096,88.92,77.9,25.61,1,136,2.24,0.3639
160.44,64.34,266.87,2.106,87.2,51.45,27.21,1,140,1.82,0.462
124.21,76.76,268.95,2.049,84.23,61.8,29.88,1,96,1.65,0.6645
238.34,54.15,198.18,1.643,81.07,45.75,26.51,0,24,1.55,0.6558
171.68,73.46,221.8,1.933,86.07,74.5,28.87,1,133,2.02,0.5538
197.38,63.6,177.49,1.64,81.52,76.4,22.41,0,31,1.62,0.5009
193.43,47.34,159.38,1.446,90.08,74.5,25.34,0,31,1.81,0.3207
155.64,68.17,235.72,2.297,77.95,65.19,31.38,1,145,1.99,1.0122
120.75,62.32,242.99,2.162,88.56,46.76,30.4,1,115,2.23,0.4967
222.14,42.39,150.84,1.715,74.4,65.01,28.33,0,31,1.6,0.9864
224.65,44.47,179.28,1.649,94.24,82.77,24.53,0,30,1.87,0.1774
246.8,50.42,174.55,1.649,78.93,65.66,29.73,0,19,1.65,0.8803
196.14,58.45,166.52,1.397,83.49,82.6,24.57,0,8,1.56,0.5098
180.41,46.81,209.4,1.449,84.24,46.75,26.93,0,40,1.58,0.5596
121.7,58.05,240.88,1.864,79.9,76.53,26.79,1,104,1.99,0.7079
215.55,63.22,197.33,1.607,83.6,69.52,26.15,0,30,1.55,0.5562
163.33,66.2,233.59,1.966,82.15,75.06,24.07,1,48,2.05,0.5349
153.27,75.23,241.73,2.097,78.35,69.09,28.49,1,49,2.04,0.842
127.63,65.77,265.98,1.884,85.86,56.42,26.74,1,142,1.88,0.4965
156.84,73.16,297.17,2.123,72.14,67.76,34.28,1,65,1.52,1.5052
199.22,51.4,151.05,1.502,80.53,81.26,25.7,0,18,1.57,0.643
195.57,45.85,158.53,1.55,70.71,52.96,33.25,0,19,1.44,1.4941
134.77,65.72,251.17,2.107,82.44,82.35,25.05,1,59,1.99,0.5579
135.49,63.48,221.94,2.061,89.46,32.72,27.33,1,58,2.0,0.3831
178.07,53.35,220.2,1.85,77.43,30.78,28.71,1,106,1.83,0.889
248.51,55.11,168.71,1.728,83.38,57.16,22.74,0,12,1.86,0.4596
139.1,53.93,259.21,2.011,83.66,76.67,27.57,1,90,1.99,0.6023
220.22,58.31,199.37,1.343,81.59,43.63,26.73,0,29,1.61,0.6461
129.7,53.79,242.88,1.899,93.45,68.14,27.99,1,69,2.19,0.2474
131.81,50.2,248.53,1.951,77.36,60.08,32.58,1,139,1.92,1.1123
204.92,60.67,205.88,1.46,84.91,45.99,26.96,0,11,1.54,0.5367
125.26,58.13,254.75,2.161,85.62,45.72,29.55,1,149,2.05,0.5946
247.13,52.11,155.22,1.555,87.79,34.03,27.04,0,41,1.75,0.4364
222.6,46.52,208.79,1.655,85.75,59.49,25.46,0,40,1.73,0.4639
194.91,45.04,166.25,1.625,79.75,54.76,29.94,0,25,1.66,0.8563
170.92,65.1,297.5,2.085,92.61,45.92,27.79,1,101,1.87,0.2759
168.16,61.02,234.51,2.201,81.02,83.37,28.87,1,122,2.01,0.7546
126.06,64.85,242.05,2.081,77.35,75.02,31.04,1,122,2.0,1.0199
195.93,40.33,209.57,1.809,80.77,58.87,26.11,0,18,1.63,0.6506
163.31,74.68,235.19,2.084,73.69,58.69,27.97,1,116,2.04,0.9928
162.95,50.89,252.09,2.016,84.44,40.65,30.19,1,120,1.98,0.6675
241.65,40.35,182.9,1.639,73.26,65.7,25.0,0,12,1.65,0.8471
130.17,57.32,270.98,1.685,81.75,82.45,28.57,1,46,1.77,0.7131
186.05,41.57,181.23,1.545,85.28,79.41,23.55,0,29,1.82,0.4275
170.65,62.15,271.52,1.983,93.41,34.66,28.1,1,137,1.75,0.2506
218.92,56.73,202.61,1.653,75.45,32.92,25.44,0,14,1.52,0.7983
249.5,62.67,168.51,1.597,79.84,82.87,25.72,0,15,1.57,0.6665
190.15,50.23,183.09,1.64,84.99,40.99,24.25,0,9,1.78,0.4547
171.59,63.5,299.03,1.841,83.73,60.27,25.32,1,67,1.65,0.5253
210.68,40.73,174.57,1.41,76.47,34.11,31.42,0,8,1.57,1.0826
219.43,59.44,159.83,1.458,81.84,76.38,28.06,0,40,1.59,0.6888
140.82,77.72,227.69,2.189,77.19,36.48,26.68,1,90,1.97,0.7981
144.94,75.41,276.05,1.848,83.59,65.41,28.55,1,134,1.74,0.6404
209.71,62.06,194.93,1.505,72.61,33.11,25.87,0,33,1.46,0.9136
201.99,59.65,168.79,1.613,81.05,38.62,29.25,0,33,1.46,0.7701
244.07,60.52,205.55,1.409,79.2,58.17,28.11,0,44,1.59,0.7913
182.94,54.04,176.72,1.495,94.03,32.51,20.61,0,23,1.7,0.145
176.19,65.5,249.39,2.081,91.42,40.76,27.62,1,108,2.18,0.3172
176.06,63.82,295.3,1.947,80.04,37.49,28.67,1,138,1.65,0.7844
172.76,51.7,230.93,2.202,86.46,32.23,31.11,1,57,1.9,0.6121
187.81,40.13,194.56,1.396,83.91,83.4,24.45,0,20,1.81,0.4932
133.27,75.12,282.5,1.959,78.33,54.76,27.04,1,52,1.65,0.7744
122.97,73.8,252.11,1.947,89.79,77.24,29.38,1,133,2.11,0.418
125.96,59.15,257.25,1.999,81.07,49.7,32.26,1,100,2.04,0.9134
139.44,58.69,294.71,1.853,80.06,32.34,30.52,1,50,1.55,0.8716
150.23,67.2,267.19,1.93,84.2,68.26,29.7,1,92,1.69,0.659
179.6,75.39,272.81,2.095,81.78,32.13,30.1,1,142,1.6,0.7775
200.38,50.78,164.15,1.568,81.72,60.4,28.26,0,11,1.61,0.7015
151.48,58.07,273.64,1.872,73.09,37.65,30.87,1,149,1.38,1.2
237.82,62.1,167.08,1.85,78.74,66.89,30.45,0,11,1.56,0.9256
130.84,71.72,256.82,2.006,82.85,79.1,30.85,1,115,1.97,0.7639
204.35,48.75,154.03,1.674,83.37,82.57,26.13,0,29,1.51,0.5633
151.74,62.22,261.9,2.092,89.34,59.03,25.2,1,131,1.92,0.3417
136.58,55.62,298.95,1.992,83.46,59.3,28.85,1,95,1.73,0.6568
232.61,47.44,182.42,1.505,80.12,32.11,25.54,0,29,1.52,0.6503
202.88,63.51,151.18,1.624,78.35,72.34,25.06,0,41,1.61,0.6883
149.02,76.33,267.09,1.916,79.43,82.59,30.32,1,58,1.75,0.8889
154.81,70.1,252.99,2.045,82.92,54.1,24.4,1,95,2.06,0.522
230.15,48.77,168.28,1.58,83.9,73.65,28.1,0,7,1.65,0.6121
191.53,43.59,165.61,1.724,82.62,73.86,23.65,0,12,1.6,0.5078
171.89,75.93,223.74,1.863,82.01,73.21,24.9,1,80,1.99,0.5665
209.82,56.16,204.3,1.686,90.07,71.73,25.22,0,33,1.8,0.3187
242.26,50.61,185.21,1.674,84.87,41.83,25.97,0,11,1.57,0.5077
220.13,57.29,186.61,1.571,81.76,71.33,24.69,0,33,1.61,0.5672
247.58,58.67,203.75,1.688,78.88,37.94,31.9,0,12,1.5,0.9985
187.23,59.58,204.65,1.65,90.11,69.19,26.98,0,31,1.84,0.3522
212.21,52.56,199.7,1.68,86.65,30.19,24.8,0,11,1.77,0.4179
209.34,59.79,196.41,1.672,85.06,80.54,28.23,0,21,1.61,0.5723
222.01,40.64,202.63,1.606,78.5,75.51,28.04,0,44,1.63,0.8146
236.84,57.01,202.56,1.528,89.12,67.56,26.12,0,23,1.8,0.3683
238.9,45.89,172.12,1.527,93.73,35.2,28.18,0,23,1.74,0.2395
226.91,46.76,208.4,1.574,81.18,75.37,24.85,0,39,1.64,0.5909
167.75,64.12,224.8,2.101,77.64,78.13,26.62,1,134,2.07,0.7796
246.43,44.81,172.21,1.676,88.15,67.84,22.48,0,42,1.7,0.3226
206.86,64.8,176.52,1.721,90.41,83.67,23.85,0,9,1.83,0.2836
238.29,50.38,191.23,1.733,79.94,35.11,30.12,0,31,1.49,0.857
244.51,63.19,171.67,1.574,75.43,68.98,29.78,0,41,1.62,1.0294
166.0,54.78,263.84,2.235,80.19,58.86,29.74,1,62,1.72,0.8281
179.3,61.31,220.8,1.988,81.84,38.01,31.83,1,131,1.86,0.8552
173.06,62.52,298.93,1.941,84.48,66.21,23.31,1,132,1.82,0.4443
171.86,71.93,281.36,2.04,82.35,73.97,31.31,1,74,1.72,0.807
134.85,56.47,248.91,2.058,87.56,39.06,28.62,1,109,2.08,0.4875
193.75,50.55,201.48,1.511,85.08,73.64,26.25,0,40,1.63,0.509
212.03,60.29,164.37,1.581,83.9,35.11,26.07,0,44,1.49,0.5434
241.1,50.79,200.6,1.546,85.74,62.53,28.79,0,43,1.64,0.5643
186.02,54.31,167.78,1.617,79.1,73.92,26.8,0,7,1.62,0.7365
182.13,48.03,206.03,1.696,77.59,38.03,27.92,0,37,1.43,0.8431
126.5,78.37,237.55,1.968,78.53,61.43,30.71,1,138,2.0,0.9487
203.17,56.37,154.18,1.669,80.49,53.37,27.28,0,44,1.6,0.7071
134.75,54.36,295.79,1.833,78.21,63.4,28.08,1,52,1.68,0.8275
154.36,64.56,254.17,2.107,92.19,53.33,27.18,1,79,2.23,0.2814
186.06,55.35,206.65,1.546,94.24,43.8,26.8,0,43,1.76,0.203
180.25,63.58,199.44,1.543,82.19,43.96,26.16,0,13,1.68,0.6044
242.89,43.32,154.92,1.648,83.95,77.56,26.67,0,41,1.53,0.5613
195.25,59.98,176.71,1.654,82.74,38.6,26.47,0,8,1.43,0.5965
209.83,53.57,154.4,1.587,84.54,36.77,31.67,0,39,1.53,0.7215
248.03,53.14,169.79,1.493,92.57,35.34,23.84,0,30,1.81,0.2196
237.87,64.04,171.09,1.542,78.35,34.08,22.52,0,16,1.47,0.5908
187.56,55.15,185.98,1.611,85.43,30.8,27.16,0,15,1.52,0.5244
137.04,52.56,254.39,2.059,75.35,38.82,28.47,1,78,1.95,0.9576
170.76,59.06,253.5,1.901,91.79,40.6,27.22,1,128,2.19,0.2965
178.87,56.88,253.65,1.923,87.94,44.83,24.18,1,106,2.17,0.3638
233.26,57.36,185.23,1.632,77.22,36.82,29.07,0,29,1.56,0.9162
212.02,63.08,160.29,1.59,85.16,35.18,23.49,0,18,1.72,0.4294
167.39,62.16,296.33,2.018,79.48,59.78,29.53,1,66,1.73,0.8475
212.54,44.96,174.22,1.286,85.5,69.53,27.36,0,34,1.54,0.528
225.35,47.92,206.97,1.565,87.47,64.66,28.04,0,33,1.82,0.4747
143.65,61.65,264.68,2.102,74.61,60.62,30.17,1,76,1.75,1.0879
175.0,57.71,252.61,1.926,91.31,54.23,28.21,1,126,2.22,0.3325
184.55,44.85,193.17,1.658,91.78,64.87,26.39,0,30,1.83,0.2827
247.57,45.75,200.33,1.455,80.88,79.6,24.72,0,9,1.68,0.5957
190.63,58.97,198.03,1.412,85.03,64.51,25.37,0,10,1.83,0.4848
200.61,58.26,165.77,1.65,93.27,33.35,25.31,0,36,1.76,0.2172
233.73,60.98,175.02,1.593,88.64,61.37,27.81,0,27,1.84,0.4247
208.68,63.32,177.13,1.56,81.5,58.83,27.01,0,28,1.57,0.66
192.7,47.71,173.3,1.702,90.1,54.86,23.85,0,34,1.81,0.2928
138.89,57.36,290.77,1.963,95.0,61.28,26.59,1,137,1.93,0.174
142.59,70.15,249.96,1.924,82.29,66.99,28.59,1,108,1.89,0.6928
139.76,79.24,293.37,1.911,76.57,32.05,30.85,1,149,1.61,1.0437
244.33,46.8,167.61,1.486,83.49,56.41,27.64,0,11,1.66,0.6111
199.93,46.74,158.5,1.656,84.19,74.95,27.27,0,20,1.55,0.5727
226.29,57.61,157.73,1.563,78.1,59.19,29.75,0,20,1.55,0.916
187.86,63.21,166.62,1.737,85.43,33.73,26.97,0,22,1.52,0.5186
207.46,60.61,195.73,1.246,78.07,72.63,25.73,0,10,1.54,0.7255
149.43,51.03,282.15,2.111,79.76,81.77,27.12,1,119,1.76,0.7267
175.93,50.57,243.04,2.043,85.21,76.85,28.98,1,121,1.97,0.5918
221.28,57.94,170.34,1.589,79.27,49.94,21.62,0,29,1.63,0.5355
190.74,60.03,199.75,1.445,88.5,59.42,26.13,0,15,1.75,0.3895
121.34,54.27,272.72,1.801,70.97,62.52,29.41,1,58,1.8,1.1907
216.63,56.92,155.59,1.69,77.45,69.37,23.77,0,17,1.71,0.6636
227.25,41.18,170.72,1.629,82.83,66.63,24.64,0,34,1.66,0.5324
187.94,56.49,176.9,1.627,83.63,40.95,28.12,0,25,1.57,0.6231
148.34,59.25,245.97,1.988,87.37,76.37,29.73,1,135,2.0,0.5277
174.46,72.57,295.89,2.102,80.5,76.71,30.32,1,59,1.6,0.8427
188.4,55.18,181.88,1.53,81.87,52.24,27.11,0,40,1.67,0.6506
150.85,51.98,259.74,1.96,83.71,37.2,29.66,1,134,1.91,0.6778
161.72,55.78,293.49,1.979,75.66,63.47,30.54,1,148,1.7,1.0652
186.35,42.34,177.07,1.574,84.12,49.65,26.75,0,36,1.55,0.5579
235.85,46.91,205.42,1.76,80.28,70.78,23.58,0,41,1.65,0.5738
214.69,56.4,173.57,1.449,81.13,47.36,29.76,0,21,1.63,0.7897
125.54,55.04,259.77,1.765,77.88,44.46,32.19,1,111,2.0,1.0631
246.54,48.65,170.24,1.426,80.69,77.72,25.32,0,15,1.62,0.6235
156.56,77.69,268.71,2.082,83.92,63.87,27.11,1,47,1.8,0.577
191.69,54.48,185.92,1.588,83.73,34.73,27.29,0,35,1.45,0.59
157.84,66.52,296.42,1.808,87.4,67.91,28.87,1,98,1.64,0.5009
196.73,47.77,195.51,1.612,72.79,71.4,29.65,0,10,1.56,1.1316
140.26,62.92,220.96,1.961,83.49,42.94,26.26,1,100,2.06,0.5636
133.32,63.1,291.43,2.067,77.34,83.22,29.29,1,90,1.71,0.923
173.58,61.38,223.08,2.095,86.65,50.51,28.0,1,82,1.96,0.5046
161.52,50.86,246.6,2.302,85.06,81.73,29.12,1,72,2.03,0.6026
234.41,54.43,162.21,1.458,85.89,46.15,26.84,0,16,1.78,0.4984
144.49,63.7,275.29,1.776,79.49,63.51,27.21,1,97,1.71,0.7403
194.39,47.52,193.0,1.671,88.15,58.47,26.42,0,34,1.82,0.4083
188.11,55.41,158.75,1.718,75.58,84.57,26.97,0,41,1.57,0.8691
217.97,48.39,200.57,1.447,72.88,52.46,28.83,0,41,1.51,1.0757
193.92,52.83,160.83,1.447,76.15,39.86,27.75,0,36,1.51,0.8885
185.95,62.73,197.96,1.641,83.79,75.83,26.16,0,27,1.59,0.5501
139.23,77.14,244.46,2.206,86.98,32.31,26.55,1,93,2.07,0.4521
202.88,48.4,194.51,1.495,73.03,78.67,21.77,0,19,1.61,0.7031
179.46,73.6,245.74,2.01,91.44,36.08,25.19,1,90,2.13,0.2742
201.99,47.97,172.73,1.372,87.38,61.46,23.09,0,12,1.69,0.3565
248.51,41.95,158.61,1.576,76.94,69.24,25.25,0,26,1.61,0.7414
233.1,44.52,166.24,1.586,84.23,48.5,26.42,0,11,1.59,0.5434
136.91,59.03,292.64,2.176,88.79,76.46,26.86,1,80,1.88,0.3964
176.09,75.69,253.26,1.915,84.02,62.65,29.42,1,100,2.03,0.6558
121.56,73.63,227.18,2.082,86.22,51.73,29.75,1,142,1.91,0.5764
133.05,69.35,235.72,1.907,73.05,47.89,30.69,1,82,1.85,1.1895
214.85,43.43,155.68,1.611,82.62,36.16,25.34,0,21,1.42,0.5618
213.84,56.87,156.54,1.849,78.5,65.22,27.09,0,14,1.64,0.7706
157.75,59.16,225.12,2.215,94.47,50.02,24.02,1,47,2.18,0.1652
199.0,41.24,188.7,1.835,86.68,47.63,26.69,0,31,1.79,0.4663
246.23,60.62,204.56,1.648,95.0,82.25,25.4,0,29,1.89,0.1622
202.23,48.14,199.56,1.575,82.23,45.0,25.48,0,11,1.62,0.5792
151.46,69.57,287.51,2.034,80.03,78.21,26.49,1,146,1.75,0.691
153.72,50.97,250.34,2.056,80.62,83.62,29.07,1,69,2.0,0.7794
240.01,59.06,207.69,1.647,91.62,75.25,25.3,0,31,1.69,0.2702
221.06,57.09,168.3,1.515,83.38,31.07,24.76,0,7,1.49,0.519
134.75,54.65,221.87,1.91,80.44,77.77,30.75,1,142,1.96,0.8663
165.87,63.31,252.13,1.928,80.53,41.74,30.5,1,62,1.96,0.8501
237.63,43.2,152.84,1.728,82.35,49.43,28.16,0,32,1.62,0.6734
131.9,62.64,226.67,2.141,80.68,84.54,26.17,1,103,1.89,0.656
192.4,47.96,151.48,1.982,86.17,52.27,22.94,0,21,1.77,0.3871
190.38,42.17,193.79,1.651,83.71,66.02,25.43,0,41,1.58,0.5294
149.61,52.37,287.54,1.905,83.11,47.09,27.05,1,108,1.73,0.604
139.63,75.14,255.13,1.943,84.51,50.32,30.79,1,108,2.1,0.6876
219.06,51.09,167.4,1.581,93.6,62.87,25.23,0,20,1.69,0.2055
140.8,62.5,225.8,2.181,76.84,82.16,29.39,1,85,2.0,0.9488
179.65,75.99,254.5,2.088,82.4,45.54,25.71,1,120,1.98,0.5815
141.45,55.58,268.03,1.838,75.41,43.61,31.07,1,111,1.71,1.1091
157.62,57.94,283.77,1.993,88.37,31.45,22.3,1,146,1.93,0.3132
173.3,54.11,224.12,1.823,77.51,41.12,30.33,1,137,1.93,0.9725
193.52,64.77,173.47,1.671,84.89,44.43,26.45,0,12,1.57,0.5216
225.65,57.97,152.15,1.515,88.25,33.46,27.52,0,41,1.76,0.4319
218.26,52.85,195.7,1.527,72.45,61.0,24.91,0,32,1.62,0.8681
248.73,54.48,159.77,1.375,83.59,36.97,29.3,0,21,1.54,0.6688
168.45,69.56,242.0,2.091,79.43,58.11,28.64,1,117,1.98,0.807
208.92,40.61,191.96,1.745,88.31,40.39,23.88,0,32,1.85,0.3463
223.15,42.01,171.99,1.517,78.83,81.46,26.88,0,39,1.64,0.7495
188.21,56.23,187.96,1.581,91.16,46.89,24.8,0,31,1.82,0.2767
207.05,49.11,195.85,1.542,87.02,35.11,27.83,0,23,1.8,0.4858
231.37,41.39,161.05,1.574,82.51,75.99,30.92,0,26,1.61,0.7822
172.16,56.61,286.22,1.902,85.53,52.11,28.82,1,137,1.72,0.5736
213.91,43.26,194.03,1.468,79.32,75.11,27.16,0,14,1.58,0.7443
163.27,68.43,231.75,2.164,77.12,47.19,30.31,1,76,2.02,0.9882
144.99,61.37,292.52,1.683,85.33,57.5,28.81,1,110,1.71,0.5812
199.12,43.59,167.17,1.66,81.41,54.49,24.73,0,25,1.63,0.5795
237.43,55.65,205.98,1.634,92.0,60.68,25.25,0,15,1.82,0.2572
222.81,53.05,171.45,1.798,84.01,52.09,24.3,0,14,1.82,0.4858
150.88,62.15,243.4,1.972,84.06,57.32,28.83,1,59,1.98,0.6323
136.63,78.73,294.78,1.955,94.05,67.36,26.61,1,89,1.93,0.2073
196.27,51.68,160.83,1.503,80.08,52.81,26.55,0,10,1.61,0.6917
242.23,59.47,157.65,1.643,85.55,67.64,24.77,0,33,1.78,0.4515
124.88,51.07,249.25,1.915,87.23,69.29,28.38,1,84,2.16,0.4935
220.24,49.91,170.85,1.465,89.76,71.19,25.0,0,19,1.84,0.3244
212.64,63.95,200.48,1.512,85.9,55.9,22.18,0,38,1.84,0.3769
137.72,53.0,235.04,1.886,77.89,30.21,30.03,1,72,1.89,0.9398
177.18,50.04,230.84,1.879,82.88,71.44,26.06,1,87,1.94,0.5775
151.22,67.26,222.57,2.01,88.57,80.0,29.07,1,56,2.27,0.4597
130.95,59.05,238.15,1.977,77.85,65.89,31.4,1,132,2.07,1.018
126.47,50.53,228.28,2.066,81.1,58.85,29.76,1,77,2.12,0.791
229.13,41.16,159.75,1.618,78.99,60.78,29.3,0,10,1.51,0.8563
142.51,67.53,230.99,1.856,84.11,65.24,29.91,1,98,1.99,0.6708
131.55,55.14,236.19,1.745,81.73,84.92,29.5,1,49,1.96,0.7533
121.84,75.96,253.28,1.873,75.34,33.41,30.16,1,64,1.81,1.056
192.22,58.82,195.06,1.692,76.04,31.17,29.58,0,39,1.5,0.9924
185.44,59.89,160.41,1.689,74.84,83.03,25.18,0,19,1.61,0.8056
228.97,50.29,157.84,1.718,80.56,54.23,25.31,0,24,1.6,0.6273
240.56,64.62,205.66,1.701,86.76,63.68,27.46,0,38,1.72,0.4849
236.52,56.97,191.33,1.73,91.31,71.44,25.35,0,39,1.83,0.2811
178.7,74.09,279.35,2.049,85.97,70.82,27.73,1,128,1.64,0.522
173.31,59.29,275.55,2.216,86.6,65.6,26.31,1,100,1.95,0.4588
186.58,60.94,201.11,1.635,79.03,55.95,30.93,0,20,1.65,0.9383
132.56,52.48,264.79,2.24,85.33,61.68,28.94,1,107,1.72,0.5856
239.84,45.91,186.66,1.525,85.66,70.13,25.86,0,43,1.78,0.4781
247.32,57.16,190.06,1.522,92.73,76.79,26.44,0,24,1.81,0.2508
196.9,58.67,174.01,1.577,79.71,37.0,30.33,0,25,1.47,0.8773
233.35,47.63,204.67,1.596,92.75,45.29,23.85,0,43,1.83,0.2144
220.17,51.88,153.04,1.561,84.45,51.87,30.47,0,9,1.67,0.6778
182.23,42.44,199.09,1.665,85.96,66.6,28.01,0,13,1.66,0.531
218.0,44.33,183.23,1.588,72.84,51.76,27.33,0,13,1.6,0.9873
146.74,54.83,229.35,1.927,86.42,43.14,28.58,1,72,2.07,0.5309
199.33,54.0,209.21,1.552,81.98,31.82,27.64,0,12,1.52,0.667
133.51,50.02,249.28,2.146,80.81,76.34,27.19,1,89,1.88,0.6919
179.2,63.17,236.61,2.038,76.07,53.04,26.68,1,116,2.07,0.8373
148.51,52.61,294.79,1.799,80.32,48.11,30.17,1,97,1.71,0.8432
151.96,66.57,272.22,2.181,82.46,59.2,28.01,1,102,1.72,0.6634
238.59,41.49,195.66,1.652,78.13,36.76,25.39,0,7,1.48,0.7091
209.21,62.12,208.09,1.677,78.06,51.85,24.52,0,7,1.67,0.6754
135.32,63.83,228.29,2.111,83.76,71.35,29.08,1,53,1.96,0.6535
217.19,58.43,162.84,1.718,87.04,70.49,27.57,0,43,1.86,0.4777
136.54,57.43,251.18,1.89,80.25,72.45,31.33,1,55,1.95,0.9041
120.17,72.97,223.64,1.872,87.36,55.71,28.77,1,110,2.21,0.4996
154.21,61.13,286.04,2.288,81.82,50.29,28.05,1,117,1.77,0.6892
143.25,72.48,244.21,1.916,80.73,75.73,29.45,1,90,2.07,0.7922
173.92,67.37,250.9,2.045,76.8,39.53,29.02,1,84,1.94,0.9304
122.44,76.08,297.95,2.196,72.53,69.88,30.19,1,91,1.76,1.1783
229.18,48.33,189.91,1.547,93.4,78.84,25.97,0,7,1.85,0.2215
173.15,55.57,277.71,1.957,86.09,45.74,30.08,1,62,1.68,0.5929
195.7,51.17,176.83,1.711,77.24,40.88,25.89,0,40,1.63,0.7601
222.3,40.09,153.35,1.626,82.54,58.19,28.6,0,33,1.61,0.6834
130.73,79.17,289.29,2.059,81.67,41.9,28.15,1,144,1.75,0.6989
206.79,46.39,205.3,1.59,83.36,77.89,25.3,0,32,1.66,0.5366
187.47,60.76,179.78,1.537,80.54,43.44,27.69,0,17,1.6,0.7224
189.4,60.41,205.71,1.56,85.55,47.27,26.51,0,9,1.6,0.5006
160.08,70.13,298.61,2.143,86.88,78.86,27.46,1,113,1.95,0.4805
232.48,51.85,203.18,1.565,85.23,41.31,26.98,0,42,1.59,0.526
174.28,65.97,270.17,2.051,80.58,78.66,29.24,1,54,1.76,0.7888
237.99,48.86,207.7,1.484,83.64,41.54,25.64,0,41,1.61,0.5383
168.79,60.42,254.93,2.245,89.53,80.15,25.17,1,112,2.17,0.335
130.24,58.97,240.69,2.038,83.27,47.47,29.5,1,134,1.98,0.6898
240.77,42.93,204.03,1.641,81.69,43.54,29.08,0,39,1.46,0.7368
238.72,52.68,190.18,1.711,84.61,56.25,25.23,0,19,1.8,0.4942
206.09,53.42,159.72,1.542,83.34,50.31,28.76,0,34,1.63,0.6581
160.7,55.19,287.07,2.143,80.37,41.1,27.54,1,136,1.83,0.7224
152.87,63.72,259.97,1.818,87.69,48.61,26.58,1,73,2.17,0.4282
161.89,63.82,252.28,1.926,73.94,69.23,31.31,1,103,1.98,1.1916
217.15,61.14,187.09,1.504,83.42,75.75,24.47,0,34,1.57,0.5089
166.59,65.07,243.17,1.774,86.34,75.14,26.91,1,69,2.16,0.4845
134.36,63.89,275.12,1.937,74.79,71.62,30.06,1,104,1.73,1.0734
145.73,56.95,228.46,1.994,76.72,30.3,25.46,1,82,1.88,0.7579
129.1,75.57,229.06,1.869,80.93,53.46,29.88,1,149,1.96,0.8036
222.7,51.01,177.27,1.452,73.35,39.29,28.52,0,11,1.52,1.0383
228.69,63.99,209.51,1.605,77.96,34.04,25.61,0,30,1.53,0.724
161.48,64.28,232.4,1.99,84.37,70.47,29.9,1,143,1.97,0.6594
162.57,55.58,269.95,1.968,79.1,73.64,30.41,1,60,1.75,0.9079
138.53,60.63,255.06,1.848,84.89,74.8,32.26,1,61,2.08,0.7291
237.81,51.08,180.13,1.553,75.14,78.97,29.27,0,14,1.64,1.0115
188.55,53.16,157.8,1.52,80.9,62.45,29.03,0,31,1.63,0.7664
223.55,47.34,209.39,1.61,84.37,84.9,27.92,0,17,1.49,0.5881
241.79,62.61,175.51,1.533,76.65,56.6,27.78,0,18,1.56,0.8714
156.18,53.88,250.41,1.995,85.47,78.59,30.21,1,102,1.93,0.624
165.01,70.28,270.47,1.843,86.39,36.21,26.29,1,92,1.85,0.4654
235.9,50.83,161.49,1.432,74.44,38.19,27.79,0,41,1.55,0.9544
215.26,41.78,163.33,1.667,84.04,62.47,25.86,0,44,1.62,0.5321
201.62,57.08,161.55,1.692,88.03,36.83,23.78,0,27,1.69,0.3525
208.38,49.36,173.07,1.553,81.93,34.14,25.13,0,24,1.49,0.5769
139.42,50.47,265.05,2.003,72.25,40.78,30.94,1,82,1.69,1.2424
159.24,71.95,273.44,1.946,82.47,73.31,29.36,1,83,1.74,0.7169
220.57,43.63,192.86,1.732,91.24,81.01,30.35,0,26,1.8,0.3792
127.56,64.29,253.52,1.976,82.06,48.34,26.12,1,107,2.02,0.6073
153.66,53.06,259.84,1.94,87.64,83.61,30.78,1,106,1.94,0.5484
173.86,56.21,280.73,2.116,73.92,74.53,33.13,1,119,1.53,1.3215
201.18,52.85,164.56,1.507,85.29,42.44,25.88,0,22,1.79,0.491
149.63,64.4,255.77,2.019,84.14,62.24,30.24,1,53,2.03,0.6823
215.06,45.9,161.18,1.474,84.94,84.0,25.02,0,20,1.75,0.4776
216.16,59.2,157.95,1.68,81.21,76.68,27.55,0,13,1.69,0.6919
182.54,40.47,187.95,1.698,87.27,49.98,26.52,0,44,1.76,0.4412
246.96,59.47,187.48,1.445,91.41,46.85,28.39,0,35,1.78,0.3321
192.2,53.17,159.4,1.427,84.83,75.06,26.86,0,29,1.54,0.5364
217.68,63.41,171.15,1.635,81.7,60.2,25.8,0,40,1.56,0.6079
