jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,irrigation_action
0,64.0,27.0,24.5,75.5,65.4,87.2,111.2,1.97,0
1,63.8,26.6,24.8,77.2,66.9,90.0,111.3,2.01,0
2,62.6,25.8,24.2,76.8,68.7,86.5,116.1,1.91,0
3,62.2,25.8,23.6,82.2,68.5,87.5,116.7,2.04,0
4,61.3,25.2,25.2,79.3,68.4,82.5,116.0,1.97,0
5,60.1,25.5,24.1,77.7,67.2,82.1,119.1,1.88,0
6,70.1,25.5,23.8,77.6,65.7,84.1,118.4,1.94,1
7,68.4,25.2,26.3,78.5,63.3,82.9,120.0,2.0,0
8,66.7,25.4,27.9,76.6,61.8,79.0,123.2,1.96,0
9,64.1,25.6,28.7,69.0,61.7,80.9,125.0,1.93,0
10,63.1,26.0,29.4,71.3,59.9,84.2,121.2,1.93,0
11,61.2,26.7,30.7,65.8,60.5,81.4,120.0,1.82,0
12,71.2,27.7,31.3,66.6,62.1,78.2,116.4,1.99,1
13,68.4,28.0,31.6,65.6,62.1,78.6,114.1,1.94,0
14,66.6,28.3,31.4,62.8,62.4,82.4,114.5,1.9,0
15,77.4,28.1,31.5,63.5,62.7,83.2,111.8,2.03,1
16,76.0,29.5,30.2,62.5,62.8,79.6,112.2,2.08,0
17,74.6,28.7,30.9,66.7,63.1,83.4,116.4,2.07,0
18,73.7,29.1,29.4,68.7,61.3,80.6,112.9,2.1,0
19,72.9,28.3,29.9,69.2,61.9,81.4,111.8,2.19,0
20,72.1,28.6,28.7,68.9,60.6,83.1,108.5,2.24,0
21,70.6,28.2,28.8,73.7,58.0,84.6,109.4,2.27,0
22,69.4,27.2,25.7,75.9,58.3,87.1,111.0,2.23,0
23,69.1,27.9,27.1,76.3,61.0,85.2,109.4,2.1,0
0,68.3,26.9,25.2,76.2,59.0,85.7,111.9,2.13,0
1,67.9,26.6,25.3,79.1,58.5,83.7,108.6,2.14,0
2,66.4,26.1,25.1,77.6,60.4,85.3,106.9,2.19,0
3,65.0,25.4,24.9,80.3,63.1,86.6,104.5,2.12,0
4,64.0,25.3,24.0,80.7,64.0,86.7,102.9,2.04,0
5,64.1,25.9,24.6,81.4,61.9,88.0,104.3,2.11,0
6,74.3,24.6,24.9,81.5,61.9,92.9,102.3,2.0,1
7,71.7,24.8,26.6,79.3,60.8,91.1,100.0,2.1,0
8,71.0,25.6,26.6,75.0,61.8,92.1,101.4,2.06,0
9,69.1,24.9,29.0,69.7,62.2,91.6,101.4,2.06,0
10,66.1,25.5,31.2,69.2,60.7,94.0,100.6,2.14,0
11,64.7,26.5,32.7,63.3,58.4,93.6,99.7,2.07,0
12,72.6,27.2,32.6,64.5,56.6,92.6,101.3,2.34,1
13,70.9,27.7,33.2,63.8,57.4,94.8,101.0,2.25,0
14,69.1,28.2,32.3,63.3,59.6,96.0,105.0,2.39,0
15,79.6,28.8,32.5,65.6,58.7,98.2,105.3,2.46,1
16,76.2,29.5,32.8,64.8,56.1,100.6,105.6,2.5,0
17,74.1,28.5,30.6,70.3,56.1,104.4,104.8,2.49,0
18,73.1,29.7,28.7,67.7,57.1,103.6,109.7,2.4,0
19,72.1,28.8,29.1,73.0,57.1,106.9,103.5,2.66,0
20,71.6,27.8,28.6,71.7,56.2,102.2,100.9,2.6,0
21,72.1,28.3,26.9,71.0,57.1,105.0,98.7,2.54,0
22,71.7,27.6,25.8,74.7,54.9,103.7,102.8,2.78,0
23,71.2,27.3,25.6,79.9,55.8,100.4,102.8,2.71,0
0,69.3,27.7,24.3,77.1,56.6,99.7,97.9,2.68,0
1,68.0,26.8,25.5,78.6,56.9,102.5,94.1,2.79,0
2,68.0,25.8,25.7,80.3,59.7,103.7,93.8,2.79,0
3,67.3,25.6,24.6,81.3,60.7,106.9,91.9,2.75,0
4,66.1,24.9,22.9,81.4,61.7,106.4,89.9,2.78,0
5,65.6,25.2,24.4,76.5,65.0,110.7,93.0,2.72,0
6,76.3,24.7,24.2,76.8,66.0,114.6,93.0,2.85,1
7,74.8,25.4,26.2,75.0,67.2,115.2,96.9,2.89,0
8,72.9,25.1,26.6,78.9,68.0,115.7,97.6,2.64,0
9,71.1,26.0,29.5,69.2,67.2,113.6,98.5,2.71,0
10,69.8,25.3,30.6,68.2,67.8,113.9,100.9,2.77,0
11,67.9,26.4,30.8,70.7,67.3,112.9,95.8,2.64,0
12,77.5,27.6,32.2,65.4,68.3,111.4,97.3,2.59,1
13,75.4,28.1,32.1,66.4,70.2,113.0,100.5,2.52,0
14,72.0,28.2,33.3,65.7,71.5,114.1,101.1,2.55,0
15,81.9,28.5,30.1,61.8,69.5,112.6,103.9,2.71,1
16,79.1,29.4,31.6,64.7,68.8,111.9,100.4,2.67,0
17,76.7,28.5,31.7,66.2,68.7,109.4,101.6,2.67,0
18,76.8,29.1,29.7,64.8,69.1,107.9,102.4,2.66,0
19,76.0,28.6,28.8,65.8,67.7,106.1,102.0,2.75,0
20,74.3,28.3,28.6,73.0,67.3,109.0,104.7,2.89,0
21,73.7,27.8,26.8,76.3,66.7,106.9,103.6,2.87,0
22,73.4,28.4,26.3,72.6,62.5,111.0,101.7,2.92,0
23,72.5,27.0,25.2,75.8,61.5,111.2,103.0,2.75,0
0,71.9,25.6,25.2,80.0,59.4,114.1,101.5,2.72,0
1,70.5,26.3,23.1,80.4,59.1,113.7,102.2,2.71,0
2,69.1,26.5,23.9,76.8,56.5,110.3,102.7,2.84,0
3,69.2,25.7,24.5,79.8,57.4,106.7,104.0,2.69,0
4,69.0,25.3,23.7,80.7,61.4,105.2,99.4,2.79,0
5,67.7,25.9,23.9,76.1,61.7,103.0,98.5,2.71,0
6,77.8,25.1,25.7,77.2,64.4,105.6,100.6,2.81,1
7,74.7,24.7,27.3,75.0,64.0,105.7,93.8,2.78,0
8,72.9,25.0,26.7,69.2,63.3,115.7,94.2,2.7,0
9,70.9,25.4,29.7,69.2,65.5,112.1,93.2,2.7,0
10,68.8,26.1,28.6,68.2,64.6,106.3,92.6,2.69,0
11,67.1,27.2,30.4,66.6,64.7,101.9,91.6,2.69,0
12,77.0,27.5,32.2,62.1,66.6,100.0,93.2,2.6,1
13,76.1,28.5,32.2,65.0,69.9,99.4,94.8,2.7,0
14,73.7,28.3,32.0,63.8,70.0,96.7,96.9,2.49,0
15,83.3,29.2,32.3,64.5,68.4,99.1,97.5,2.58,1
16,81.9,28.3,31.1,64.5,67.4,99.8,102.1,2.53,0
17,80.0,28.5,31.3,62.7,65.0,101.9,102.9,2.51,0
18,79.1,28.8,29.6,69.6,65.2,99.5,97.1,2.54,0
19,78.7,28.9,28.7,70.4,65.6,98.5,95.2,2.47,0
20,78.2,28.5,26.9,71.1,65.7,99.4,99.7,2.47,0
21,78.3,27.8,28.1,71.9,66.8,100.3,99.6,2.52,0
22,78.3,27.1,26.1,72.0,67.8,99.4,97.4,2.53,0
23,76.0,27.5,26.8,76.7,67.0,99.2,96.8,2.46,0
0,74.7,25.7,26.1,76.5,63.6,95.4,95.0,2.61,0
1,74.6,26.4,24.6,79.5,67.9,94.7,95.9,2.4,0
2,74.2,25.8,24.4,80.5,66.9,94.4,93.5,2.25,0
3,72.6,25.8,24.2,78.9,64.8,97.8,94.9,2.29,0
4,71.4,25.4,23.8,78.7,65.4,96.9,100.4,2.41,0
5,70.4,25.4,23.1,79.2,65.2,94.3,100.6,2.24,0
6,79.9,25.3,26.1,78.7,67.0,95.8,105.5,2.46,1
7,77.4,25.5,25.5,72.9,68.0,93.0,106.3,2.33,0
8,74.9,25.6,27.7,73.7,64.5,91.3,104.2,2.35,0
9,72.3,25.9,28.9,68.0,62.7,90.2,105.6,2.45,0
10,70.7,26.1,30.2,67.3,59.4,88.2,105.1,2.3,0
11,67.6,26.7,31.2,70.0,59.0,91.0,106.6,2.36,0
12,78.1,28.0,32.5,62.7,60.3,91.3,107.4,2.36,1
13,77.0,28.0,31.3,62.2,58.1,89.0,105.2,2.43,0
14,74.9,28.5,32.7,63.4,58.9,91.7,109.4,2.61,0
15,85.4,28.3,31.8,64.3,59.9,93.7,107.4,2.58,1
16,83.8,29.2,31.3,63.2,60.6,100.2,106.9,2.56,0
17,83.1,29.2,30.3,67.3,61.4,101.4,103.7,2.31,0
18,82.1,29.3,30.0,69.1,58.2,98.2,104.8,2.11,0
19,80.7,28.5,29.7,70.4,55.8,97.5,104.3,2.05,0
20,79.7,28.0,27.5,71.8,53.6,97.9,103.7,2.04,0
21,78.5,27.5,26.2,72.3,53.4,96.3,101.6,1.92,0
22,77.6,27.7,26.5,72.8,55.2,99.6,102.0,1.94,0
23,76.6,27.2,26.6,76.1,53.7,98.7,102.9,1.92,0
0,74.9,27.0,25.1,78.3,56.1,97.4,104.4,1.95,0
1,73.0,26.6,25.9,76.9,57.7,99.9,100.5,1.94,0
2,70.6,26.4,25.4,78.9,59.5,101.8,101.3,1.87,0
3,69.9,26.2,25.2,79.8,57.7,102.2,104.4,2.0,0
4,68.9,25.6,25.2,84.1,61.0,100.6,102.7,2.1,0
5,68.4,24.4,24.5,81.5,59.4,102.7,99.0,2.0,0
6,78.5,24.9,25.4,80.6,58.3,102.2,97.7,1.85,1
7,76.7,25.4,25.5,77.3,57.0,103.7,100.3,1.76,0
8,74.4,24.8,25.2,72.3,57.2,100.1,100.5,1.61,0
9,72.2,25.0,29.0,71.7,54.6,100.0,103.1,1.7,0
10,70.3,25.7,29.4,70.7,55.9,99.3,107.0,1.65,0
11,67.5,26.7,30.9,64.1,58.7,100.6,105.6,1.4,0
12,78.1,27.2,29.8,64.6,61.1,100.8,106.9,1.4,1
13,76.2,27.8,32.7,64.2,59.2,99.7,111.3,1.52,0
14,72.8,28.0,31.8,65.2,59.3,99.3,106.8,1.69,0
15,83.0,29.5,31.2,66.8,60.8,96.5,106.2,1.82,1
16,79.5,29.4,30.3,65.2,62.6,93.6,106.0,1.9,0
17,77.8,28.5,30.0,66.4,60.9,90.5,107.8,2.02,0
18,77.6,27.9,29.3,73.7,60.0,92.2,108.5,2.0,0
19,76.5,28.7,28.5,68.7,61.5,92.5,106.6,2.19,0
20,75.2,28.1,27.3,68.7,63.1,88.8,106.4,2.22,0
21,74.4,28.1,27.4,73.1,65.4,90.3,105.8,2.39,0
22,73.9,27.4,26.5,73.5,61.4,89.7,106.2,2.27,0
23,73.0,27.3,26.7,75.7,60.2,93.5,106.2,2.06,0
0,72.7,26.9,23.9,77.1,60.8,94.3,107.4,2.07,0
1,71.2,25.6,24.4,74.4,62.8,95.1,106.6,2.29,0
2,70.2,26.0,23.6,79.5,63.2,91.7,106.2,2.38,0
3,69.4,25.2,24.4,80.2,63.5,87.4,107.3,2.35,0
4,68.3,25.4,24.0,82.1,64.4,85.5,108.4,2.35,0
5,67.6,25.4,24.9,79.8,60.7,83.9,106.4,2.35,0
6,77.9,25.0,26.4,80.2,59.7,83.9,105.7,2.29,1
7,76.5,25.3,26.0,79.0,58.2,84.0,107.2,2.37,0
8,74.4,25.4,27.7,74.3,58.7,85.4,106.1,2.5,0
9,72.3,26.1,28.1,71.4,60.1,84.7,105.4,2.41,0
10,70.7,25.3,29.9,67.4,60.2,82.7,103.4,2.49,0
11,68.7,26.8,31.1,67.0,62.3,82.4,103.2,2.61,0
12,78.6,27.8,33.5,63.9,64.7,80.0,101.8,2.62,1
13,76.9,28.2,31.1,59.8,67.7,83.7,106.7,2.71,0
14,75.1,28.4,31.8,63.9,66.2,80.0,105.0,2.74,0
15,85.0,29.1,31.7,66.7,65.7,81.3,103.8,2.82,1
16,82.4,29.2,30.6,67.1,67.5,83.6,105.4,2.9,0
17,80.7,29.7,31.0,66.2,69.0,86.1,106.6,2.99,0
18,79.5,29.4,30.0,66.6,69.6,87.1,108.4,3.04,0
19,79.8,27.7,29.3,69.0,67.9,86.2,109.7,3.08,0
20,78.9,28.3,27.8,71.1,69.1,90.6,110.2,2.74,0
21,78.4,28.5,28.2,70.7,67.6,91.4,108.8,2.65,0
22,77.4,27.4,26.0,72.7,67.6,89.4,109.5,2.67,0
23,76.4,27.3,25.7,75.9,67.8,87.2,109.1,2.69,0
0,75.6,26.9,26.0,77.7,69.4,88.1,112.1,2.68,0
1,75.3,25.8,25.9,79.5,68.9,85.6,113.6,2.7,0
2,74.4,25.1,23.7,77.9,68.1,87.7,115.5,2.81,0
3,73.4,26.4,24.6,76.4,64.7,90.3,115.4,2.91,0
4,72.9,24.8,23.9,79.7,65.6,91.9,117.1,2.89,0
5,71.8,25.0,25.1,81.3,65.1,92.4,116.1,2.99,0
6,81.2,25.2,25.0,75.5,63.9,93.2,116.5,2.79,1
7,79.2,25.2,27.4,74.5,63.1,94.8,113.8,2.76,0
8,77.5,24.9,28.5,72.2,61.4,94.7,111.9,2.96,0
9,76.2,25.7,27.9,73.6,61.1,92.5,112.4,3.06,0
10,74.2,26.6,29.7,70.0,62.6,92.7,113.6,3.01,0
11,71.3,27.1,30.5,65.3,57.8,95.2,114.5,3.16,0
12,80.9,27.0,31.7,65.9,54.4,91.9,116.6,3.17,1
13,79.2,28.0,30.5,62.7,54.6,92.6,114.4,3.34,0
14,77.2,28.4,30.6,64.1,53.5,94.3,117.1,3.22,0
15,87.9,29.0,32.5,61.4,55.3,95.0,118.6,3.11,1
16,86.7,29.2,31.5,63.8,54.8,95.8,115.2,3.06,0
17,86.2,28.9,31.3,64.9,56.6,98.0,114.7,2.88,0
18,85.4,29.1,29.3,65.9,57.1,103.2,113.9,2.94,0
19,84.7,28.4,28.4,70.5,56.4,97.4,118.8,2.7,0
20,83.2,28.4,28.3,69.4,59.0,101.3,122.2,2.63,0
21,82.3,29.0,28.7,74.6,56.7,101.2,122.8,2.46,0
22,80.4,28.3,26.8,75.5,55.9,102.4,122.9,2.5,0
23,79.6,26.9,26.1,76.4,59.9,103.2,124.3,2.52,0
0,78.3,26.0,26.3,79.5,57.4,101.0,122.3,2.54,0
1,75.9,26.0,25.1,78.9,58.2,102.3,123.6,2.56,0
2,74.9,26.5,24.5,78.0,60.8,101.4,123.1,2.58,0
3,73.9,25.4,24.4,79.0,61.2,103.5,124.8,2.72,0
4,72.1,25.4,23.8,81.2,59.9,107.5,120.4,2.7,0
5,70.1,25.2,25.5,77.2,62.5,108.5,120.4,2.59,0
6,79.9,25.4,24.9,79.8,63.0,107.4,123.1,2.63,1
7,77.7,24.9,25.4,75.6,60.4,111.7,121.3,2.61,0
8,74.7,24.9,27.9,74.5,60.8,111.4,122.4,2.51,0
9,72.3,25.0,29.5,70.8,59.6,111.2,119.9,2.45,0
10,69.9,26.0,29.6,66.6,58.2,102.4,119.2,2.57,0
11,67.0,26.6,31.6,68.7,59.0,98.3,115.0,2.65,0
12,76.7,27.4,32.6,64.0,62.9,99.0,117.0,2.56,1
13,74.1,28.2,29.3,64.5,63.3,98.5,113.5,2.53,0
14,73.9,28.3,30.5,63.2,60.7,102.0,114.9,2.45,0
15,85.2,29.5,32.0,63.2,62.9,101.4,113.2,2.57,1
16,82.8,29.0,30.5,65.7,67.4,99.5,110.0,2.58,0
17,81.3,29.7,32.0,65.7,67.9,101.5,110.9,2.39,0
18,79.7,28.3,30.3,67.9,64.8,102.5,110.4,2.32,0
19,78.3,28.3,29.2,69.8,65.7,102.9,107.2,2.36,0
20,77.3,27.8,28.5,70.2,65.4,103.5,107.9,2.48,0
21,76.3,27.1,27.3,74.6,63.9,99.6,109.3,2.6,0
22,75.5,27.3,26.3,75.6,62.2,100.1,109.8,2.52,0
23,75.5,27.1,26.1,72.3,63.9,99.0,110.3,2.4,0
0,74.0,26.4,26.1,75.7,64.6,99.6,110.0,2.6,0
1,73.7,26.8,23.5,77.8,64.7,98.9,110.1,2.59,0
2,72.6,26.3,24.5,77.5,65.5,97.2,112.7,2.63,0
3,71.4,25.4,23.7,78.5,66.0,97.2,112.0,2.44,0
4,70.0,25.6,24.1,81.2,65.6,94.1,108.0,2.54,0
5,69.2,24.9,23.6,80.4,65.4,94.7,103.0,2.41,0
6,79.4,25.1,25.1,75.2,62.4,94.5,106.3,2.39,1
7,78.1,24.5,25.1,73.7,61.7,95.7,107.0,2.35,0
8,74.8,24.7,27.3,73.8,61.4,91.5,104.3,2.55,0
9,73.1,25.5,28.5,70.1,60.6,93.0,105.9,2.42,0
10,71.2,25.4,28.7,69.5,61.0,91.4,104.2,2.64,0
11,69.6,26.4,31.4,64.7,62.4,93.4,106.7,2.38,0
12,79.2,28.0,29.5,64.5,64.4,92.2,106.1,2.4,1
13,76.8,28.5,31.7,62.4,64.0,93.5,104.9,2.52,0
14,74.2,28.6,30.7,63.7,64.0,92.8,106.7,2.59,0
15,83.9,29.7,31.9,65.8,61.9,91.1,106.2,2.44,1
16,82.2,29.1,31.0,66.2,61.5,91.1,105.7,2.49,0
17,79.2,29.4,31.3,64.6,56.4,92.3,105.8,2.48,0
18,78.2,29.0,29.8,69.9,53.6,92.1,112.4,2.53,0
19,77.7,28.6,29.1,69.4,53.5,90.1,114.0,2.71,0
20,76.6,27.9,29.3,71.9,54.2,89.6,115.3,2.66,0
21,75.9,27.0,27.2,73.6,55.4,86.6,116.4,2.6,0
22,74.9,27.4,26.7,73.7,54.0,88.9,114.7,2.5,0
23,73.8,27.3,27.1,77.6,51.8,89.1,112.0,2.57,0
0,74.0,26.8,25.9,76.0,53.0,87.6,115.2,2.65,0
1,73.5,26.1,26.4,77.8,54.2,90.1,119.1,2.43,0
2,72.6,26.3,24.7,77.1,51.4,93.1,122.3,2.27,0
3,71.4,25.8,23.7,77.0,49.7,94.0,124.2,2.28,0
4,70.8,25.7,24.9,84.0,47.0,92.6,126.4,2.35,0
5,69.7,25.0,25.0,79.2,45.9,91.9,123.8,2.56,0
6,79.7,25.6,24.7,77.4,46.8,90.6,122.3,2.73,1
7,77.1,25.0,26.4,79.4,45.2,90.6,122.0,2.75,0
8,76.4,25.8,27.2,70.3,43.9,89.1,122.4,2.8,0
9,74.0,24.9,29.1,72.8,45.7,93.0,119.0,2.81,0
10,71.8,26.8,30.0,68.4,46.7,93.8,115.9,2.7,0
11,68.9,27.2,31.0,65.6,47.9,92.8,116.4,2.76,0
12,78.5,27.2,33.1,64.1,47.7,88.7,118.0,2.66,1
13,76.9,27.9,32.4,63.5,49.4,88.4,114.8,2.62,0
14,74.4,28.5,30.8,66.9,51.0,85.0,110.4,2.62,0
15,84.5,29.4,31.8,66.5,53.5,87.7,111.5,2.6,1
16,82.7,29.0,31.0,65.3,51.1,88.7,115.0,2.61,0
17,81.0,28.0,30.9,65.2,53.4,87.7,117.0,2.7,0
18,80.1,28.9,30.2,68.0,53.6,87.2,116.6,2.62,0
19,79.8,29.1,29.5,67.7,53.7,88.6,115.2,2.59,0
20,78.2,28.3,27.1,69.7,51.5,93.6,113.2,2.48,0
21,77.5,28.2,26.3,72.3,51.0,97.0,113.1,2.61,0
22,75.6,27.6,27.9,73.1,51.2,97.6,112.4,2.5,0
23,74.4,26.6,26.0,74.8,56.5,98.8,114.8,2.44,0
0,73.3,27.2,26.4,76.7,54.9,98.7,115.0,2.53,0
1,71.0,26.2,25.2,76.6,53.0,98.8,116.2,2.44,0
2,69.9,26.7,23.9,82.0,54.4,102.2,116.1,2.5,0
3,68.5,25.6,22.7,76.0,52.6,100.6,116.1,2.59,0
4,66.9,25.5,24.4,81.3,50.8,97.4,115.5,2.68,0
5,65.1,25.1,24.7,80.7,54.2,93.3,111.6,2.52,0
6,74.5,24.8,26.3,77.8,53.7,92.3,113.0,2.52,1
7,72.8,25.0,25.8,75.7,52.8,92.6,109.0,2.57,0
8,70.8,25.1,27.4,73.6,54.0,94.3,117.5,2.48,0
9,69.0,25.5,27.2,70.7,55.7,91.2,117.2,2.63,0
10,66.8,25.7,29.5,69.3,55.9,93.4,114.9,2.77,0
11,64.1,25.8,31.3,66.8,58.4,95.1,115.9,2.71,0
12,74.0,27.4,31.5,63.7,60.1,95.9,113.1,2.62,1
13,72.4,27.5,31.3,62.2,62.1,93.0,116.2,2.6,0
14,70.6,28.9,33.0,64.7,62.0,93.1,120.8,2.72,0
15,80.4,29.4,32.9,65.7,59.9,94.6,122.7,2.61,1
16,78.7,29.5,30.4,66.9,63.0,93.6,120.8,2.65,0
17,76.9,28.9,30.8,65.7,62.9,93.7,118.9,2.53,0
18,77.2,28.7,29.7,72.5,59.7,94.6,125.6,2.44,0
19,76.0,28.4,30.4,66.4,62.0,91.0,125.0,2.55,0
20,74.7,28.5,28.6,74.5,63.7,90.5,122.6,2.58,0
21,73.1,27.7,28.1,71.4,62.6,87.9,124.8,2.67,0
22,73.5,27.9,26.0,74.3,61.8,85.3,127.3,2.78,0
23,72.8,27.3,27.1,79.1,64.0,85.1,128.4,2.68,0
0,73.8,26.9,25.1,80.7,62.8,84.2,125.0,2.68,0
1,73.3,26.1,26.3,81.3,66.1,87.1,124.6,2.65,0
2,72.3,26.0,25.2,80.7,68.1,86.3,125.7,2.64,0
3,71.5,25.8,23.6,80.6,68.9,86.1,124.7,2.56,0
4,70.7,24.9,24.4,77.5,72.6,86.5,126.9,2.71,0
5,69.9,25.3,24.4,77.4,71.7,89.6,125.0,2.79,0
6,78.5,25.7,24.8,78.0,68.7,89.2,127.1,2.85,1
7,75.9,25.1,26.6,77.1,69.0,88.0,127.3,2.62,0
8,73.8,25.1,27.3,74.7,68.5,92.2,128.1,2.69,0
9,70.9,25.1,28.7,72.1,63.6,90.9,129.4,2.69,0
10,68.6,26.0,29.5,70.5,62.7,92.4,129.2,2.77,0
11,67.4,26.0,30.5,68.4,62.5,92.9,130.4,2.69,0
12,77.1,27.6,31.8,64.6,61.6,91.8,123.8,2.66,1
13,75.5,27.6,32.1,60.2,62.7,89.5,121.7,2.65,0
14,71.9,28.2,32.8,66.0,66.4,91.9,121.3,2.69,0
15,81.8,28.2,30.6,64.3,64.2,90.4,119.8,2.71,1
16,79.9,29.2,31.3,64.7,64.3,90.0,119.7,2.81,0
17,77.3,29.3,32.0,66.9,63.0,89.0,118.3,2.79,0
18,75.2,28.9,29.5,65.7,63.1,88.2,119.2,2.65,0
19,74.3,28.7,28.4,69.1,62.7,87.8,118.3,2.7,0
20,73.4,28.7,27.7,68.6,61.6,89.7,125.3,2.76,0
21,72.0,28.7,28.2,68.7,58.9,89.0,119.9,2.82,0
22,71.1,27.5,25.8,73.2,61.4,86.0,117.7,2.72,0
23,70.7,27.3,26.0,78.6,60.8,83.1,113.1,2.6,0
0,69.9,26.9,24.8,77.6,59.0,84.3,110.1,2.59,0
1,69.2,26.5,24.3,79.9,61.9,87.5,108.9,2.39,0
2,68.2,25.6,24.1,79.1,64.6,87.4,102.8,2.31,0
3,66.5,25.9,23.8,80.5,67.1,85.4,102.0,2.35,0
4,65.2,25.3,23.7,76.6,68.3,85.2,105.5,2.35,0
5,64.1,24.9,24.2,78.2,66.7,86.4,108.0,2.29,0
6,74.1,24.9,25.2,76.5,66.3,89.9,107.3,2.37,1
7,72.0,24.4,25.6,73.5,70.1,94.5,106.8,2.35,0
8,69.0,25.5,27.7,73.6,70.8,99.4,103.5,2.48,0
9,67.8,25.1,28.3,71.3,69.6,100.0,107.2,2.4,0
10,67.3,26.4,29.6,68.6,72.0,103.6,108.9,2.37,0
11,66.0,26.3,31.1,65.8,73.9,106.1,107.1,2.14,0
12,76.7,27.9,30.4,65.7,74.5,106.3,106.1,2.17,1
13,75.3,27.9,31.3,64.1,75.1,103.5,107.7,2.13,0
14,73.0,28.3,31.4,64.7,76.4,101.2,104.4,1.96,0
15,82.8,29.3,30.8,63.6,75.4,103.7,104.0,1.89,1
16,81.0,29.3,31.1,66.5,77.4,101.5,106.2,1.87,0
17,78.8,28.5,30.1,67.4,76.3,99.7,106.3,1.75,0
18,77.4,28.7,29.3,66.1,77.2,99.2,108.6,1.8,0
19,75.8,28.4,30.0,68.3,75.4,99.7,108.9,1.93,0
20,74.7,28.1,30.1,73.1,71.0,102.7,112.2,1.96,0
21,73.1,28.1,28.4,70.5,71.5,103.7,113.1,2.02,0
22,72.1,27.8,27.0,73.7,69.9,103.4,113.2,2.05,0
23,71.1,26.8,26.9,77.8,67.6,101.3,111.7,2.11,0
0,69.6,26.6,25.6,78.6,66.0,99.7,113.2,2.04,0
1,69.1,26.9,24.6,80.2,66.0,96.6,115.9,2.03,0
2,67.0,26.6,24.4,80.4,65.0,94.8,120.0,2.15,0
3,66.8,25.3,23.8,79.2,63.4,98.5,121.5,2.22,0
4,65.3,25.5,22.2,76.8,63.6,97.3,118.8,2.11,0
5,64.0,24.9,23.6,83.2,63.4,97.7,116.1,2.05,0
6,74.9,24.8,24.3,79.6,60.7,94.2,116.0,2.1,1
7,73.4,25.7,26.4,74.4,63.3,93.9,115.6,2.15,0
8,71.3,25.0,26.9,73.6,67.0,92.7,120.7,2.03,0
9,69.4,25.5,27.3,69.5,67.6,94.9,121.1,2.06,0
10,67.7,25.4,30.0,67.8,63.4,95.0,117.9,2.07,0
11,64.1,26.3,31.3,66.9,66.3,97.4,114.8,2.0,0
12,74.7,27.4,32.4,63.2,68.5,94.7,115.2,1.95,1
13,73.0,28.1,32.3,67.4,70.9,91.4,113.4,1.89,0
14,70.6,28.5,33.8,63.6,71.8,90.9,109.4,2.03,0
15,80.7,28.4,31.0,63.9,71.5,91.1,112.1,2.11,1
16,78.6,29.3,32.3,67.6,69.6,88.9,114.7,2.06,0
17,76.2,28.6,31.4,64.6,70.0,82.4,110.4,2.3,0
18,74.8,28.4,29.5,68.2,69.3,84.4,114.5,2.22,0
19,74.5,29.0,29.1,73.3,68.8,82.1,114.4,2.23,0
20,73.5,28.2,27.8,71.3,63.1,82.4,110.8,2.27,0
21,72.5,27.3,27.5,73.2,64.6,85.5,110.8,2.16,0
22,70.7,27.9,26.4,73.4,64.1,82.6,108.1,2.19,0
23,69.9,27.3,25.6,74.3,62.0,80.5,110.4,2.19,0
0,69.9,27.3,25.3,77.0,62.2,79.5,113.2,2.3,0
1,68.5,25.9,23.9,82.6,64.3,79.9,112.7,2.19,0
2,67.5,26.0,25.2,81.0,68.5,83.0,113.3,2.03,0
3,66.6,25.8,24.8,80.8,71.0,81.3,115.2,2.02,0
4,66.4,25.7,23.4,81.2,65.2,83.9,117.2,1.85,0
5,64.8,24.8,24.9,81.2,64.7,84.2,121.4,1.84,0
6,75.1,25.5,24.1,77.5,62.7,84.3,121.8,1.82,1
7,72.8,25.2,24.6,76.0,65.8,83.1,121.1,1.95,0
8,71.0,25.5,27.6,73.3,66.5,83.0,121.7,1.77,0
9,69.9,25.7,29.1,71.4,64.4,84.7,117.4,1.73,0
10,67.5,26.3,29.4,66.3,66.0,86.9,117.6,1.93,0
11,65.5,26.8,31.5,63.5,65.9,87.5,118.8,2.06,0
12,75.2,26.6,33.3,63.2,67.4,88.4,115.9,2.18,1
13,71.8,27.8,34.4,64.7,68.8,86.2,115.1,2.08,0
14,70.2,29.0,31.2,62.2,65.8,89.3,119.8,2.06,0
15,78.8,29.0,31.9,66.1,64.1,89.5,121.3,2.2,1
16,77.9,29.1,30.3,63.5,63.6,92.8,121.5,2.11,0
17,74.7,28.8,32.9,66.3,65.2,91.9,119.6,2.14,0
18,73.6,29.0,29.7,65.5,66.3,94.6,120.3,2.12,0
19,72.5,28.0,29.9,70.6,66.7,96.1,118.7,2.15,0
20,70.9,28.5,28.5,68.4,64.0,95.8,122.4,2.09,0
21,69.4,28.1,26.7,69.2,67.5,93.2,120.9,2.35,0
22,69.1,27.2,26.6,74.6,67.6,91.2,119.9,2.55,0
23,67.8,27.4,24.9,76.6,65.5,92.8,119.2,2.42,0
0,67.0,26.7,24.8,78.7,65.9,91.8,117.9,2.54,0
1,67.2,26.3,24.5,78.8,64.9,92.6,119.4,2.37,0
2,67.5,26.0,24.5,80.1,63.4,95.2,117.6,2.49,0
