jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,plant_age,fase,recommendation
8,77.5,24.9,28.5,72.2,61.4,94.7,111.9,2.96,182,pematangan,1
9,76.2,25.7,27.9,73.6,61.1,92.5,112.4,3.06,182,pematangan,1
10,74.2,26.6,29.7,70.0,62.6,92.7,113.6,3.01,182,pematangan,1
11,71.3,27.1,30.5,65.3,57.8,95.2,114.5,3.16,182,pematangan,1
12,80.9,27.0,31.7,65.9,54.4,91.9,116.6,3.17,182,pematangan,1
13,79.2,28.0,30.5,62.7,54.6,92.6,114.4,3.34,182,pematangan,1
14,77.2,28.4,30.6,64.1,53.5,94.3,117.1,3.22,182,pematangan,1
15,87.9,29.0,32.5,61.4,55.3,95.0,118.6,3.11,182,pematangan,1
16,86.7,29.2,31.5,63.8,54.8,95.8,115.2,3.06,182,pematangan,1
17,86.2,28.9,31.3,64.9,56.6,98.0,114.7,2.88,182,pematangan,1
18,85.4,29.1,29.3,65.9,57.1,103.2,113.9,2.94,182,pematangan,9
19,84.7,28.4,28.4,70.5,56.4,97.4,118.8,2.7,182,pematangan,1
20,83.2,28.4,28.3,69.4,59.0,101.3,122.2,2.63,182,pematangan,1
21,82.3,29.0,28.7,74.6,56.7,101.2,122.8,2.46,182,pematangan,1
22,80.4,28.3,26.8,75.5,55.9,102.4,122.9,2.5,182,pematangan,1
23,79.6,26.9,26.1,76.4,59.9,103.2,124.3,2.52,182,pematangan,1
0,78.3,26.0,26.3,79.5,57.4,101.0,122.3,2.54,183,pematangan,1
1,75.9,26.0,25.1,78.9,58.2,102.3,123.6,2.56,183,pematangan,1
2,74.9,26.5,24.5,78.0,60.8,101.4,123.1,2.58,183,pematangan,1
3,73.9,25.4,24.4,79.0,61.2,103.5,124.8,2.72,183,pematangan,1
4,72.1,25.4,23.8,81.2,59.9,107.5,120.4,2.7,183,pematangan,1
5,70.1,25.2,25.5,77.2,62.5,108.5,120.4,2.59,183,pematangan,1
6,79.9,25.4,24.9,79.8,63.0,107.4,123.1,2.63,183,pematangan,1
7,77.7,24.9,25.4,75.6,60.4,111.7,121.3,2.61,183,pematangan,8
8,74.7,24.9,27.9,74.5,60.8,111.4,122.4,2.51,183,pematangan,1
9,72.3,25.0,29.5,70.8,59.6,111.2,119.9,2.45,183,pematangan,1
10,69.9,26.0,29.6,66.6,58.2,102.4,119.2,2.57,183,pematangan,1
11,67.0,26.6,31.6,68.7,59.0,98.3,115.0,2.65,183,pematangan,1
12,76.7,27.4,32.6,64.0,62.9,99.0,117.0,2.56,183,pematangan,1
13,74.1,28.2,29.3,64.5,63.3,98.5,113.5,2.53,183,pematangan,1
14,73.9,28.3,30.5,63.2,60.7,102.0,114.9,2.45,183,pematangan,1
15,85.2,29.5,32.0,63.2,62.9,101.4,113.2,2.57,183,pematangan,1
16,82.8,29.0,30.5,65.7,67.4,99.5,110.0,2.58,183,pematangan,5
17,81.3,29.7,32.0,65.7,67.9,101.5,110.9,2.39,183,pematangan,5
18,79.7,28.3,30.3,67.9,64.8,102.5,110.4,2.32,183,pematangan,5
19,78.3,28.3,29.2,69.8,65.7,102.9,107.2,2.36,183,pematangan,5
20,77.3,27.8,28.5,70.2,65.4,103.5,107.9,2.48,183,pematangan,5
21,76.3,27.1,27.3,74.6,63.9,99.6,109.3,2.6,183,pematangan,5
22,75.5,27.3,26.3,75.6,62.2,100.1,109.8,2.52,183,pematangan,5
23,75.5,27.1,26.1,72.3,63.9,99.0,110.3,2.4,183,pematangan,5
0,74.0,26.4,26.1,75.7,64.6,99.6,110.0,2.6,184,pematangan,5
1,73.7,26.8,23.5,77.8,64.7,98.9,110.1,2.59,184,pematangan,5
2,72.6,26.3,24.5,77.5,65.5,97.2,112.7,2.63,184,pematangan,1
3,71.4,25.4,23.7,78.5,66.0,97.2,112.0,2.44,184,pematangan,1
4,70.0,25.6,24.1,81.2,65.6,94.1,108.0,2.54,184,pematangan,5
5,69.2,24.9,23.6,80.4,65.4,94.7,103.0,2.41,184,pematangan,5
6,79.4,25.1,25.1,75.2,62.4,94.5,106.3,2.39,184,pematangan,5
7,78.1,24.5,25.1,73.7,61.7,95.7,107.0,2.35,184,pematangan,5
8,74.8,24.7,27.3,73.8,61.4,91.5,104.3,2.55,184,pematangan,5
9,73.1,25.5,28.5,70.1,60.6,93.0,105.9,2.42,184,pematangan,5
10,71.2,25.4,28.7,69.5,61.0,91.4,104.2,2.64,184,pematangan,5
11,69.6,26.4,31.4,64.7,62.4,93.4,106.7,2.38,184,pematangan,5
12,79.2,28.0,29.5,64.5,64.4,92.2,106.1,2.4,184,pematangan,5
13,76.8,28.5,31.7,62.4,64.0,93.5,104.9,2.52,184,pematangan,5
14,74.2,28.6,30.7,63.7,64.0,92.8,106.7,2.59,184,pematangan,5
15,83.9,29.7,31.9,65.8,61.9,91.1,106.2,2.44,184,pematangan,5
16,82.2,29.1,31.0,66.2,61.5,91.1,105.7,2.49,184,pematangan,5
17,79.2,29.4,31.3,64.6,56.4,92.3,105.8,2.48,184,pematangan,5
18,78.2,29.0,29.8,69.9,53.6,92.1,112.4,2.53,184,pematangan,1
19,77.7,28.6,29.1,69.4,53.5,90.1,114.0,2.71,184,pematangan,2
20,76.6,27.9,29.3,71.9,54.2,89.6,115.3,2.66,184,pematangan,1
21,75.9,27.0,27.2,73.6,55.4,86.6,116.4,2.6,184,pematangan,1
22,74.9,27.4,26.7,73.7,54.0,88.9,114.7,2.5,184,pematangan,1
23,73.8,27.3,27.1,77.6,51.8,89.1,112.0,2.57,184,pematangan,1
0,74.0,26.8,25.9,76.0,53.0,87.6,115.2,2.65,185,pematangan,1
1,73.5,26.1,26.4,77.8,54.2,90.1,119.1,2.43,185,pematangan,1
2,72.6,26.3,24.7,77.1,51.4,93.1,122.3,2.27,185,pematangan,1
3,71.4,25.8,23.7,77.0,49.7,94.0,124.2,2.28,185,pematangan,1
4,70.8,25.7,24.9,84.0,47.0,92.6,126.4,2.35,185,pematangan,1
5,69.7,25.0,25.0,79.2,45.9,91.9,123.8,2.56,185,pematangan,1
6,79.7,25.6,24.7,77.4,46.8,90.6,122.3,2.73,185,pematangan,1
7,77.1,25.0,26.4,79.4,45.2,90.6,122.0,2.75,185,pematangan,1
8,76.4,25.8,27.2,70.3,43.9,89.1,122.4,2.8,185,pematangan,1
9,74.0,24.9,29.1,72.8,45.7,93.0,119.0,2.81,185,pematangan,1
10,71.8,26.8,30.0,68.4,46.7,93.8,115.9,2.7,185,pematangan,1
11,68.9,27.2,31.0,65.6,47.9,92.8,116.4,2.76,185,pematangan,1
12,78.5,27.2,33.1,64.1,47.7,88.7,118.0,2.66,185,pematangan,1
13,76.9,27.9,32.4,63.5,49.4,88.4,114.8,2.62,185,pematangan,1
14,74.4,28.5,30.8,66.9,51.0,85.0,110.4,2.62,185,pematangan,5
15,84.5,29.4,31.8,66.5,53.5,87.7,111.5,2.6,185,pematangan,1
16,82.7,29.0,31.0,65.3,51.1,88.7,115.0,2.61,185,pematangan,1
17,81.0,28.0,30.9,65.2,53.4,87.7,117.0,2.7,185,pematangan,1
18,80.1,28.9,30.2,68.0,53.6,87.2,116.6,2.62,185,pematangan,1
19,79.8,29.1,29.5,67.7,53.7,88.6,115.2,2.59,185,pematangan,1
20,78.2,28.3,27.1,69.7,51.5,93.6,113.2,2.48,185,pematangan,1
21,77.5,28.2,26.3,72.3,51.0,97.0,113.1,2.61,185,pematangan,1
22,75.6,27.6,27.9,73.1,51.2,97.6,112.4,2.5,185,pematangan,1
23,74.4,26.6,26.0,74.8,56.5,98.8,114.8,2.44,185,pematangan,1
0,73.3,27.2,26.4,76.7,54.9,98.7,115.0,2.53,186,pematangan,1
1,71.0,26.2,25.2,76.6,53.0,98.8,116.2,2.44,186,pematangan,1
2,69.9,26.7,23.9,82.0,54.4,102.2,116.1,2.5,186,pematangan,1
3,68.5,25.6,22.7,76.0,52.6,100.6,116.1,2.59,186,pematangan,1
4,66.9,25.5,24.4,81.3,50.8,97.4,115.5,2.68,186,pematangan,1
5,65.1,25.1,24.7,80.7,54.2,93.3,111.6,2.52,186,pematangan,1
6,74.5,24.8,26.3,77.8,53.7,92.3,113.0,2.52,186,pematangan,1
7,72.8,25.0,25.8,75.7,52.8,92.6,109.0,2.57,186,pematangan,5
8,70.8,25.1,27.4,73.6,54.0,94.3,117.5,2.48,186,pematangan,1
9,69.0,25.5,27.2,70.7,55.7,91.2,117.2,2.63,186,pematangan,1
10,66.8,25.7,29.5,69.3,55.9,93.4,114.9,2.77,186,pematangan,1
11,64.1,25.8,31.3,66.8,58.4,95.1,115.9,2.71,186,pematangan,1
12,74.0,27.4,31.5,63.7,60.1,95.9,113.1,2.62,186,pematangan,1
13,72.4,27.5,31.3,62.2,62.1,93.0,116.2,2.6,186,pematangan,1
14,70.6,28.9,33.0,64.7,62.0,93.1,120.8,2.72,186,pematangan,1
15,80.4,29.4,32.9,65.7,59.9,94.6,122.7,2.61,186,pematangan,1
16,78.7,29.5,30.4,66.9,63.0,93.6,120.8,2.65,186,pematangan,1
17,76.9,28.9,30.8,65.7,62.9,93.7,118.9,2.53,186,pematangan,1
18,77.2,28.7,29.7,72.5,59.7,94.6,125.6,2.44,186,pematangan,1
19,76.0,28.4,30.4,66.4,62.0,91.0,125.0,2.55,186,pematangan,1
20,74.7,28.5,28.6,74.5,63.7,90.5,122.6,2.58,186,pematangan,1
21,73.1,27.7,28.1,71.4,62.6,87.9,124.8,2.67,186,pematangan,1
22,73.5,27.9,26.0,74.3,61.8,85.3,127.3,2.78,186,pematangan,1
23,72.8,27.3,27.1,79.1,64.0,85.1,128.4,2.68,186,pematangan,1
0,73.8,26.9,25.1,80.7,62.8,84.2,125.0,2.68,187,pematangan,1
1,73.3,26.1,26.3,81.3,66.1,87.1,124.6,2.65,187,pematangan,1
2,72.3,26.0,25.2,80.7,68.1,86.3,125.7,2.64,187,pematangan,1
3,71.5,25.8,23.6,80.6,68.9,86.1,124.7,2.56,187,pematangan,1
4,70.7,24.9,24.4,77.5,72.6,86.5,126.9,2.71,187,pematangan,1
5,69.9,25.3,24.4,77.4,71.7,89.6,125.0,2.79,187,pematangan,1
6,78.5,25.7,24.8,78.0,68.7,89.2,127.1,2.85,187,pematangan,1
7,75.9,25.1,26.6,77.1,69.0,88.0,127.3,2.62,187,pematangan,1
8,73.8,25.1,27.3,74.7,68.5,92.2,128.1,2.69,187,pematangan,1
9,70.9,25.1,28.7,72.1,63.6,90.9,129.4,2.69,187,pematangan,1
10,68.6,26.0,29.5,70.5,62.7,92.4,129.2,2.77,187,pematangan,1
11,67.4,26.0,30.5,68.4,62.5,92.9,130.4,2.69,187,pematangan,1
12,77.1,27.6,31.8,64.6,61.6,91.8,123.8,2.66,187,pematangan,1
13,75.5,27.6,32.1,60.2,62.7,89.5,121.7,2.65,187,pematangan,1
14,71.9,28.2,32.8,66.0,66.4,91.9,121.3,2.69,187,pematangan,1
15,81.8,28.2,30.6,64.3,64.2,90.4,119.8,2.71,187,pematangan,1
16,79.9,29.2,31.3,64.7,64.3,90.0,119.7,2.81,187,pematangan,1
17,77.3,29.3,32.0,66.9,63.0,89.0,118.3,2.79,187,pematangan,1
18,75.2,28.9,29.5,65.7,63.1,88.2,119.2,2.65,187,pematangan,0
19,74.3,28.7,28.4,69.1,62.7,87.8,118.3,2.7,187,pematangan,1
20,73.4,28.7,27.7,68.6,61.6,89.7,125.3,2.76,187,pematangan,1
21,72.0,28.7,28.2,68.7,58.9,89.0,119.9,2.82,187,pematangan,1
22,71.1,27.5,25.8,73.2,61.4,86.0,117.7,2.72,187,pematangan,1
23,70.7,27.3,26.0,78.6,60.8,83.1,113.1,2.6,187,pematangan,1
0,69.9,26.9,24.8,77.6,59.0,84.3,110.1,2.59,188,pematangan,5
1,69.2,26.5,24.3,79.9,61.9,87.5,108.9,2.39,188,pematangan,5
2,68.2,25.6,24.1,79.1,64.6,87.4,102.8,2.31,188,pematangan,5
3,66.5,25.9,23.8,80.5,67.1,85.4,102.0,2.35,188,pematangan,5
4,65.2,25.3,23.7,76.6,68.3,85.2,105.5,2.35,188,pematangan,5
5,64.1,24.9,24.2,78.2,66.7,86.4,108.0,2.29,188,pematangan,5
6,74.1,24.9,25.2,76.5,66.3,89.9,107.3,2.37,188,pematangan,5
7,72.0,24.4,25.6,73.5,70.1,94.5,106.8,2.35,188,pematangan,5
8,69.0,25.5,27.7,73.6,70.8,99.4,103.5,2.48,188,pematangan,5
9,67.8,25.1,28.3,71.3,69.6,100.0,107.2,2.4,188,pematangan,5
10,67.3,26.4,29.6,68.6,72.0,103.6,108.9,2.37,188,pematangan,5
11,66.0,26.3,31.1,65.8,73.9,106.1,107.1,2.14,188,pematangan,5
12,76.7,27.9,30.4,65.7,74.5,106.3,106.1,2.17,188,pematangan,3
13,75.3,27.9,31.3,64.1,75.1,103.5,107.7,2.13,188,pematangan,3
14,73.0,28.3,31.4,64.7,76.4,101.2,104.4,1.96,188,pematangan,3
15,82.8,29.3,30.8,63.6,75.4,103.7,104.0,1.89,188,pematangan,3
16,81.0,29.3,31.1,66.5,77.4,101.5,106.2,1.87,188,pematangan,3
17,78.8,28.5,30.1,67.4,76.3,99.7,106.3,1.75,188,pematangan,3
18,77.4,28.7,29.3,66.1,77.2,99.2,108.6,1.8,188,pematangan,3
19,75.8,28.4,30.0,68.3,75.4,99.7,108.9,1.93,188,pematangan,3
20,74.7,28.1,30.1,73.1,71.0,102.7,112.2,1.96,188,pematangan,1
21,73.1,28.1,28.4,70.5,71.5,103.7,113.1,2.02,188,pematangan,1
22,72.1,27.8,27.0,73.7,69.9,103.4,113.2,2.05,188,pematangan,1
23,71.1,26.8,26.9,77.8,67.6,101.3,111.7,2.11,188,pematangan,1
0,69.6,26.6,25.6,78.6,66.0,99.7,113.2,2.04,189,pematangan,1
1,69.1,26.9,24.6,80.2,66.0,96.6,115.9,2.03,189,pematangan,1
2,67.0,26.6,24.4,80.4,65.0,94.8,120.0,2.15,189,pematangan,1
3,66.8,25.3,23.8,79.2,63.4,98.5,121.5,2.22,189,pematangan,1
4,65.3,25.5,22.2,76.8,63.6,97.3,118.8,2.11,189,pematangan,1
5,64.0,24.9,23.6,83.2,63.4,97.7,116.1,2.05,189,pematangan,1
6,74.9,24.8,24.3,79.6,60.7,94.2,116.0,2.1,189,pematangan,1
7,73.4,25.7,26.4,74.4,63.3,93.9,115.6,2.15,189,pematangan,1
8,71.3,25.0,26.9,73.6,67.0,92.7,120.7,2.03,189,pematangan,1
9,69.4,25.5,27.3,69.5,67.6,94.9,121.1,2.06,189,pematangan,1
10,67.7,25.4,30.0,67.8,63.4,95.0,117.9,2.07,189,pematangan,1
11,64.1,26.3,31.3,66.9,66.3,97.4,114.8,2.0,189,pematangan,1
12,74.7,27.4,32.4,63.2,68.5,94.7,115.2,1.95,189,pematangan,1
13,73.0,28.1,32.3,67.4,70.9,91.4,113.4,1.89,189,pematangan,1
14,70.6,28.5,33.8,63.6,71.8,90.9,109.4,2.03,189,pematangan,5
15,80.7,28.4,31.0,63.9,71.5,91.1,112.1,2.11,189,pematangan,1
16,78.6,29.3,32.3,67.6,69.6,88.9,114.7,2.06,189,pematangan,1
17,76.2,28.6,31.4,64.6,70.0,82.4,110.4,2.3,189,pematangan,5
18,74.8,28.4,29.5,68.2,69.3,84.4,114.5,2.22,189,pematangan,1
19,74.5,29.0,29.1,73.3,68.8,82.1,114.4,2.23,189,pematangan,1
20,73.5,28.2,27.8,71.3,63.1,82.4,110.8,2.27,189,pematangan,5
21,72.5,27.3,27.5,73.2,64.6,85.5,110.8,2.16,189,pematangan,5
22,70.7,27.9,26.4,73.4,64.1,82.6,108.1,2.19,189,pematangan,5
23,69.9,27.3,25.6,74.3,62.0,80.5,110.4,2.19,189,pematangan,5
0,69.9,27.3,25.3,77.0,62.2,79.5,113.2,2.3,190,pematangan,1
1,68.5,25.9,23.9,82.6,64.3,79.9,112.7,2.19,190,pematangan,1
2,67.5,26.0,25.2,81.0,68.5,83.0,113.3,2.03,190,pematangan,1
3,66.6,25.8,24.8,80.8,71.0,81.3,115.2,2.02,190,pematangan,1
4,66.4,25.7,23.4,81.2,65.2,83.9,117.2,1.85,190,pematangan,1
5,64.8,24.8,24.9,81.2,64.7,84.2,121.4,1.84,190,pematangan,1
6,75.1,25.5,24.1,77.5,62.7,84.3,121.8,1.82,190,pematangan,1
7,72.8,25.2,24.6,76.0,65.8,83.1,121.1,1.95,190,pematangan,1
8,71.0,25.5,27.6,73.3,66.5,83.0,121.7,1.77,190,pematangan,1
9,69.9,25.7,29.1,71.4,64.4,84.7,117.4,1.73,190,pematangan,1
10,67.5,26.3,29.4,66.3,66.0,86.9,117.6,1.93,190,pematangan,1
11,65.5,26.8,31.5,63.5,65.9,87.5,118.8,2.06,190,pematangan,1
12,75.2,26.6,33.3,63.2,67.4,88.4,115.9,2.18,190,pematangan,1
13,71.8,27.8,34.4,64.7,68.8,86.2,115.1,2.08,190,pematangan,1
14,70.2,29.0,31.2,62.2,65.8,89.3,119.8,2.06,190,pematangan,1
15,78.8,29.0,31.9,66.1,64.1,89.5,121.3,2.2,190,pematangan,1
16,77.9,29.1,30.3,63.5,63.6,92.8,121.5,2.11,190,pematangan,1
17,74.7,28.8,32.9,66.3,65.2,91.9,119.6,2.14,190,pematangan,1
18,73.6,29.0,29.7,65.5,66.3,94.6,120.3,2.12,190,pematangan,1
19,72.5,28.0,29.9,70.6,66.7,96.1,118.7,2.15,190,pematangan,1
20,70.9,28.5,28.5,68.4,64.0,95.8,122.4,2.09,190,pematangan,1
21,69.4,28.1,26.7,69.2,67.5,93.2,120.9,2.35,190,pematangan,0
22,69.1,27.2,26.6,74.6,67.6,91.2,119.9,2.55,190,pematangan,1
23,67.8,27.4,24.9,76.6,65.5,92.8,119.2,2.42,190,pematangan,1
0,67.0,26.7,24.8,78.7,65.9,91.8,117.9,2.54,191,pematangan,1
1,67.2,26.3,24.5,78.8,64.9,92.6,119.4,2.37,191,pematangan,1
2,67.5,26.0,24.5,80.1,63.4,95.2,117.6,2.49,191,pematangan,1
3,67.3,25.2,22.3,80.2,64.0,93.5,116.7,2.59,191,pematangan,1
4,66.0,24.9,23.9,80.4,63.9,96.7,117.9,2.61,191,pematangan,1
5,63.1,24.0,26.3,82.0,61.3,94.4,115.6,2.5,191,pematangan,1
6,73.8,25.0,24.2,77.7,59.8,95.5,118.4,2.38,191,pematangan,1
7,72.2,25.1,26.3,74.2,58.5,94.2,117.4,2.2,191,pematangan,1
8,69.7,25.2,27.0,75.7,62.6,92.3,113.3,2.34,191,pematangan,1
9,68.0,25.5,26.4,72.4,60.7,92.9,112.4,2.46,191,pematangan,1
10,65.6,26.0,29.2,69.0,59.8,93.2,110.9,2.32,191,pematangan,5
11,63.1,26.6,30.5,64.9,56.9,92.5,113.1,2.45,191,pematangan,1
12,72.7,27.4,32.4,65.4,53.9,92.5,115.3,2.53,191,pematangan,1
13,71.1,27.9,32.0,67.0,59.9,95.0,112.0,2.52,191,pematangan,1
14,68.3,28.2,31.7,63.3,61.2,98.3,114.2,2.66,191,pematangan,1
15,77.5,29.5,32.2,65.9,58.3,99.3,108.5,2.49,191,pematangan,5
16,75.1,29.2,31.3,63.1,55.9,99.1,108.4,2.68,191,pematangan,5
17,73.0,28.5,30.5,65.0,55.5,99.7,112.1,2.61,191,pematangan,1
18,72.2,29.1,30.5,69.8,53.7,97.1,111.1,2.63,191,pematangan,1
19,71.4,28.7,28.1,70.7,51.2,97.8,106.5,2.94,191,pematangan,5
20,70.4,28.5,28.3,70.5,48.5,100.7,109.0,2.87,191,pematangan,5
21,68.7,27.9,28.6,70.9,46.7,101.1,106.1,2.91,191,pematangan,5
22,67.7,27.7,25.1,73.1,51.5,104.3,105.8,2.84,191,pematangan,5
23,66.1,26.7,25.4,79.7,53.7,105.6,103.6,2.77,191,pematangan,5
0,65.2,26.3,25.4,77.5,53.1,108.3,107.1,2.88,192,pematangan,5
1,64.5,26.9,24.9,80.0,52.8,106.4,108.9,2.8,192,pematangan,5
2,63.8,26.0,24.1,80.4,53.1,103.9,110.4,2.92,192,pematangan,5
3,63.5,25.1,24.4,80.3,54.8,102.7,112.3,2.78,192,pematangan,1
4,61.7,25.2,23.3,80.8,60.1,98.2,109.0,2.95,192,pematangan,5
5,60.5,24.0,25.0,78.9,55.6,99.7,111.3,2.82,192,pematangan,1
6,71.0,24.8,25.1,80.2,56.8,102.5,112.6,2.6,192,pematangan,1
7,68.1,25.6,27.5,76.2,54.9,101.6,109.4,2.67,192,pematangan,5
8,66.6,25.3,28.0,72.8,55.8,103.8,108.2,2.69,192,pematangan,5
9,64.4,25.0,29.1,71.6,57.6,103.2,108.0,2.72,192,pematangan,5
10,62.6,25.9,31.1,67.9,59.5,104.3,108.8,2.81,192,pematangan,5
11,60.8,27.0,30.4,66.6,60.0,106.2,109.2,2.6,192,pematangan,5
12,71.0,27.6,31.5,63.0,61.8,105.4,115.1,2.6,192,pematangan,1
13,69.1,28.4,30.6,60.8,66.3,101.9,115.0,2.88,192,pematangan,1
14,66.5,28.9,32.6,60.2,66.6,104.0,116.8,3.02,192,pematangan,1
15,76.5,29.4,33.0,62.0,65.6,103.1,115.1,3.1,192,pematangan,1
16,75.5,28.7,30.8,63.7,68.3,102.4,113.2,3.08,192,pematangan,1
17,73.1,28.9,29.7,65.6,66.2,104.8,114.7,2.98,192,pematangan,1
18,72.6,28.1,30.9,68.0,63.6,104.6,113.1,2.76,192,pematangan,1
19,71.2,28.5,28.6,70.4,64.5,100.9,112.6,2.81,192,pematangan,1
20,70.1,28.8,28.0,72.1,64.2,102.1,111.4,2.97,192,pematangan,1
21,69.9,28.6,28.8,70.7,61.1,101.2,112.8,3.04,192,pematangan,1
22,68.8,27.5,26.5,77.9,58.5,97.3,111.7,2.94,192,pematangan,1
23,67.7,27.8,25.9,75.8,59.5,98.2,109.5,2.89,192,pematangan,5
0,67.2,27.2,26.6,76.3,58.4,102.1,108.1,2.78,193,pematangan,5
1,66.6,26.5,25.2,78.3,59.4,102.8,108.7,2.59,193,pematangan,5
2,64.7,26.4,23.5,79.8,57.6,104.0,110.0,2.45,193,pematangan,5
3,64.4,25.8,25.3,80.5,58.9,105.7,114.8,2.36,193,pematangan,1
4,64.0,25.9,22.6,79.0,58.4,104.1,111.4,2.37,193,pematangan,1
5,62.6,25.3,25.0,82.3,58.8,104.3,109.0,2.43,193,pematangan,5
6,72.6,25.4,25.3,75.3,60.7,99.3,108.8,2.4,193,pematangan,5
7,69.9,25.0,25.6,76.9,61.6,98.0,108.1,2.4,193,pematangan,5
8,67.7,25.1,26.7,74.8,61.1,96.7,107.6,2.44,193,pematangan,5
9,65.6,25.8,27.8,70.5,58.5,94.5,111.9,2.38,193,pematangan,1
10,63.7,25.8,31.4,66.3,57.9,94.7,116.2,2.46,193,pematangan,1
11,61.4,27.0,31.2,66.0,57.5,91.2,114.4,2.71,193,pematangan,7
12,71.1,26.9,31.3,66.2,59.2,95.1,112.2,2.63,193,pematangan,1
13,69.2,28.0,32.5,64.1,57.8,100.7,107.7,2.6,193,pematangan,5
14,68.1,28.1,32.9,63.2,63.2,104.1,105.8,2.4,193,pematangan,5
15,78.3,29.2,31.9,61.0,64.3,104.7,108.4,2.44,193,pematangan,5
16,75.6,29.0,31.8,66.1,63.2,100.6,106.5,2.5,193,pematangan,5
17,74.3,29.2,31.4,63.1,61.8,99.9,106.9,2.51,193,pematangan,5
18,72.5,28.8,30.0,70.0,59.3,99.3,101.9,2.46,193,pematangan,5
19,71.4,28.9,29.5,68.1,60.4,99.3,99.3,2.53,193,pematangan,5
20,69.6,28.1,28.3,73.2,61.9,100.0,98.1,2.49,193,pematangan,5
21,68.4,28.5,26.8,74.6,63.2,95.5,95.3,2.51,193,pematangan,5
22,68.5,27.1,25.8,74.4,60.1,97.8,95.2,2.72,193,pematangan,5
23,65.7,27.8,26.4,75.6,63.0,98.0,97.3,2.71,193,pematangan,5
0,64.2,26.9,24.8,80.9,63.1,94.6,94.5,2.96,194,pematangan,5
1,62.2,26.0,24.7,78.0,61.5,90.8,99.1,3.1,194,pematangan,5
2,61.9,26.6,24.1,78.8,62.3,94.8,99.2,3.25,194,pematangan,5
3,62.1,25.8,24.9,79.0,63.0,96.1,101.8,3.13,194,pematangan,5
4,61.2,25.3,24.2,78.7,62.6,97.0,103.4,3.11,194,pematangan,5
5,61.0,25.1,24.5,79.5,61.5,96.9,103.9,3.03,194,pematangan,5
6,69.2,25.2,24.7,77.9,59.5,92.6,106.4,2.93,194,pematangan,5
7,67.4,25.4,25.9,71.2,56.6,92.1,105.7,2.93,194,pematangan,5
8,65.7,25.4,27.0,71.5,52.1,89.8,105.8,3.06,194,pematangan,5
9,64.1,25.1,28.9,72.9,51.1,93.8,105.3,3.12,194,pematangan,5
10,61.7,25.5,28.6,69.5,52.4,92.7,103.1,3.21,194,pematangan,5
11,59.5,26.2,31.0,70.1,50.8,92.5,108.6,3.11,194,pematangan,5
12,69.1,27.9,32.1,61.5,49.5,95.0,103.3,3.16,194,pematangan,5
13,67.2,28.1,32.3,60.4,51.8,96.1,104.5,2.92,194,pematangan,5
14,64.8,27.9,31.1,66.1,53.6,101.4,106.8,2.99,194,pematangan,5
15,75.0,28.2,31.3,62.8,54.8,101.3,105.9,2.82,194,pematangan,5
16,72.8,29.2,30.9,67.1,57.5,103.3,105.7,2.8,194,pematangan,5
17,70.4,28.8,30.2,65.5,56.5,102.2,105.8,2.75,194,pematangan,5
18,69.7,29.1,29.0,70.1,52.7,101.6,107.7,2.88,194,pematangan,5
19,68.6,28.7,28.4,69.0,51.3,101.9,109.1,2.8,194,pematangan,5
20,66.9,28.5,28.4,70.9,52.1,96.9,108.6,2.97,194,pematangan,5
21,67.3,28.1,27.9,75.5,53.0,96.4,108.0,2.84,194,pematangan,5
22,66.4,27.0,26.9,75.8,52.4,95.1,111.3,2.83,194,pematangan,1
23,65.1,27.7,25.3,74.8,56.0,95.5,111.2,2.8,194,pematangan,1
0,64.1,27.2,25.6,72.4,51.1,95.1,110.8,2.92,195,pematangan,5
1,63.0,26.7,24.6,81.3,50.4,93.8,109.1,2.83,195,pematangan,5
2,60.8,26.0,23.9,79.1,48.3,95.7,109.3,2.86,195,pematangan,5
3,58.4,25.7,23.3,80.3,45.1,96.4,111.9,2.8,195,pematangan,1
4,58.6,25.2,23.6,78.4,45.5,95.7,114.0,2.74,195,pematangan,1
5,57.7,25.0,24.8,79.3,45.5,96.6,111.2,2.83,195,pematangan,1
6,67.9,25.2,24.8,76.7,46.6,98.9,109.9,2.69,195,pematangan,5
7,65.8,24.8,25.9,74.8,50.0,101.5,107.4,2.53,195,pematangan,5
8,63.5,25.6,26.5,68.9,48.4,98.9,108.8,2.51,195,pematangan,2
9,60.4,25.3,30.9,71.9,50.2,95.9,108.6,2.47,195,pematangan,5
10,58.8,26.4,28.2,68.4,50.9,96.8,108.2,2.59,195,pematangan,5
11,55.9,26.5,29.4,64.4,49.3,99.0,104.6,2.69,195,pematangan,5
12,64.9,26.9,31.3,66.6,51.6,97.4,104.2,2.68,195,pematangan,5
13,63.2,28.5,32.2,63.6,53.1,97.4,104.8,2.79,195,pematangan,5
14,61.3,28.4,33.3,63.4,55.8,99.6,107.4,2.68,195,pematangan,5
15,71.0,28.9,32.1,62.8,56.6,99.3,106.2,2.69,195,pematangan,5
16,70.4,29.0,31.5,68.3,56.9,100.8,107.0,2.68,195,pematangan,5
17,68.8,29.2,31.4,70.4,58.5,104.4,108.0,2.56,195,pematangan,5
18,69.1,29.4,30.1,66.1,58.3,105.0,110.5,2.49,195,pematangan,5
19,67.8,28.9,27.7,67.7,57.1,101.5,108.8,2.47,195,pematangan,5
